spectrum,VDISP,VDISP_ERR,Z,Z_ERR,ZWARNING,SPECTROFLUX_U,SPECTROFLUX_G,SPECTROFLUX_R,SPECTROFLUX_I,SPECTROFLUX_Z,SPECTROFLUX_IVAR_U,SPECTROFLUX_IVAR_G,SPECTROFLUX_IVAR_R,SPECTROFLUX_IVAR_I,SPECTROFLUX_IVAR_Z,SPECTROSYNFLUX_U,SPECTROSYNFLUX_G,SPECTROSYNFLUX_R,SPECTROSYNFLUX_I,SPECTROSYNFLUX_Z,SPECTROSYNFLUX_IVAR_U,SPECTROSYNFLUX_IVAR_G,SPECTROSYNFLUX_IVAR_R,SPECTROSYNFLUX_IVAR_I,SPECTROSYNFLUX_IVAR_Z,object_id
"{'flux': array([1.988546  , 1.9884095 , 1.9882731 , ..., 0.42275316, 0.42275316,
       0.42275316], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.77618706, 0.77618706,
       0.77618706], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",59.323402,42.869106,0.5900687,5.8057125e-05,False,1.839214,2.4681077,7.299599,14.582906,19.66205,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.2509817,2.4462843,7.373295,14.193539,19.386724,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909829697070721024'
"{'flux': array([ 0.3060366 ,  0.30600938,  0.30598223, ..., -2.4538474 ,
       -2.4538474 , -2.4538474 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",152.81723,36.866947,0.41023564,6.427673e-05,False,1.5258557,2.716525,9.4438,14.310411,18.934734,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.1188512,2.7762134,9.141425,14.24899,18.139679,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909829971948627968'
"{'flux': array([0.61498094, 0.6149295 , 0.6148782 , ..., 0.20471178, 0.20471178,
       0.20471178], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",67.33779,34.081146,0.21883504,5.2471543e-05,False,0.8710176,3.5226247,10.886888,18.48019,25.159853,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.0998427,3.497566,10.797592,18.436409,25.489397,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909830246826534912'
"{'flux': array([ 0.709221 ,  0.7091731,  0.7091251, ..., -0.8687145, -0.8687145,
       -0.8687145], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",84.58551,18.41576,0.18715568,6.180425e-05,False,1.142547,3.1365123,10.471683,15.942005,21.59864,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.1437256,3.1129448,10.393294,16.50784,21.475784,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909830521704441856'
"{'flux': array([ 0.77709234,  0.7770231 ,  0.77695394, ..., 13.184761  ,
       13.184761  , 13.184761  ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7765144, 0.7765144,
       0.7765144], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,0.0,0.31635088,2.6408137e-05,False,2.1440926,5.628833,22.084417,36.261913,55.26683,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,3.7583454,5.6974196,21.2443,36.450096,52.22843,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909830796582348800'
"{'flux': array([ 0.74206966,  0.74202496,  0.7419803 , ..., -0.05225861,
       -0.05225861, -0.05225861], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7765587, 0.7765587,
       0.7765587], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",105.897865,35.648098,0.3283916,3.6433008e-05,False,1.3490571,3.239451,10.186476,16.551046,23.976044,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.3930184,3.2152443,9.954253,16.221693,23.171602,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909831346338162688'
"{'flux': array([0.15967543, 0.15966706, 0.15965867, ..., 0.8558218 , 0.8558218 ,
       0.8558218 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.77658796, 0.77658796,
       0.77658796], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",109.09643,20.026615,0.21952343,7.484576e-05,False,0.68069243,2.386011,9.467377,16.40582,23.276094,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.7423077,2.3730261,9.286249,16.381468,23.305834,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909831621216069632'
"{'flux': array([ 3.0671384,  3.0670214,  3.0669048, ..., -1.3793497, -1.3793497,
       -1.3793497], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7525034, 0.7525034,
       0.7525034], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",110.25301,18.524673,0.1944459,6.092916e-05,False,1.0997012,2.709951,9.9161625,15.522276,21.549593,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.74306786,2.681484,9.7073765,15.617371,20.562527,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909832170971883520'
"{'flux': array([3.1283288, 3.1282268, 3.1281247, ..., 3.7086344, 3.7086344,
       3.7086344], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",226.45555,15.387461,0.19367763,4.7327496e-05,False,2.275691,6.558326,23.68457,40.283047,56.509922,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,2.3147457,6.5600233,23.45586,40.091232,56.312557,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909832720727697408'
"{'flux': array([ 0.23655528,  0.23654492,  0.2365346 , ..., -0.8073457 ,
       -0.8073457 , -0.8073457 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",122.89496,20.74252,0.26044437,2.642709e-05,False,1.3555373,3.6738338,12.097339,20.15322,28.465034,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.6197482,3.6536372,11.910062,19.74957,27.372036,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909832995605604352'
"{'flux': array([ 0.3717343 ,  0.37172014,  0.371706  , ..., -2.0084865 ,
       -2.0084865 , -2.0084865 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",235.04121,37.504578,0.43187636,0.000108374035,False,0.30053726,1.2622871,6.5762,12.3970785,19.23656,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.35146883,1.2383285,6.3872867,12.235691,18.044134,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909833270483511296'
"{'flux': array([0.4105973 , 0.41057968, 0.41056216, ..., 9.285437  , 9.285437  ,
       9.285437  ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.75282145, 0.75282145,
       0.75282145], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",120.629196,30.480337,0.3180075,7.6274315e-05,False,0.52796805,1.6906102,7.4914274,13.248738,19.699547,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.76800215,1.663176,7.3295555,12.991783,18.381092,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909833545361418240'
"{'flux': array([1.5476587, 1.5475959, 1.5475332, ..., 0.673181 , 0.673181 ,
       0.673181 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7528771, 0.7528771,
       0.7528771], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",56.11739,29.71894,0.37358084,2.3681883e-05,False,1.5095642,3.2406185,10.830592,17.376238,26.322573,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.7028553,3.2293103,10.655695,17.033888,24.097383,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909834095117232128'
"{'flux': array([-0.80353063, -0.80348885, -0.8034471 , ..., -0.52164143,
       -0.52164143, -0.52164143], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7529164, 0.7529164,
       0.7529164], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",92.98732,45.03916,0.29125988,5.8279496e-05,False,0.4080513,1.7901113,6.8725533,12.255555,17.949213,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.50922054,1.7795322,6.716782,11.712156,17.041752,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909834369995139072'
"{'flux': array([4.800658 , 4.800438 , 4.8002186, ..., 3.8360493, 3.8360493,
       3.8360493], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7533599, 0.7533599,
       0.7533599], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",185.43723,11.912467,0.2560403,4.023342e-05,False,1.4167039,4.60152,19.055582,32.023735,42.752445,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.4527488,4.5866666,18.765976,31.386635,41.215786,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909837118774208512'
"{'flux': array([4.287121 , 4.2867117, 4.286303 , ..., 3.8518379, 3.8518379,
       3.8518379], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7542093, 0.7542093,
       0.7542093], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",183.42561,19.981276,0.3063793,3.2261833e-05,False,3.0127952,4.646031,15.535994,26.104216,37.149956,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,2.6135726,4.6295643,15.360276,26.093218,36.864098,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909837393652115456'
"{'flux': array([ 0.98681855,  0.9866961 ,  0.9865738 , ..., -0.1836024 ,
       -0.1836024 , -0.1836024 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.75425917, 0.75425917,
       0.75425917], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",114.286354,30.318478,0.45218083,6.703476e-05,False,0.96828634,1.8473909,7.020154,11.836269,16.015364,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.84508395,1.840268,6.945343,12.202971,17.049686,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909837668530022400'
"{'flux': array([3.9921446, 3.9916859, 3.9912288, ..., 4.228825 , 4.228825 ,
       4.228825 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7542783, 0.7542783,
       0.7542783], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",197.75417,28.519186,0.26968595,1.0594344e-05,False,2.5627105,5.8137107,18.036161,31.396637,47.900784,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,2.1341827,5.770502,18.066236,31.119972,46.65085,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909837943407929344'
"{'flux': array([0.3234046 , 0.3233761 , 0.32334766, ..., 0.7403961 , 0.7403961 ,
       0.7403961 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.      , 0.      , 0.      , ..., 0.754313, 0.754313, 0.754313],
      dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",135.96947,22.659163,0.24320285,7.7456614e-05,False,0.4944321,2.0217664,7.9883246,14.135206,19.673502,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.7689014,1.9897696,7.8859363,13.818126,19.383156,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909838218285836288'
"{'flux': array([-0.45307752, -0.45302707, -0.4529767 , ..., -0.13170648,
       -0.13170648, -0.13170648], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",185.29044,44.453022,0.2573189,3.440251e-05,False,0.45746002,1.7043366,5.2866583,8.844866,11.034641,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.507434,1.6518292,5.201223,8.455704,11.174524,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909838493163743232'
"{'flux': array([1.3822759 , 1.3821478 , 1.38202   , ..., 0.01467925, 0.01467925,
       0.01467925], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",286.07074,44.248558,0.4070162,0.00010044502,False,0.5556374,2.2803206,10.750152,17.793642,24.46393,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.42743185,2.286481,10.483723,17.78619,23.570862,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909838768041650176'
"{'flux': array([0.6020352 , 0.60197127, 0.6019075 , ..., 2.9219913 , 2.9219913 ,
       2.9219913 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7545378, 0.7545378,
       0.7545378], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",146.50436,17.99628,0.16435365,5.6740748e-05,False,1.5402784,5.081756,16.009893,25.547916,34.25414,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.6273923,5.0765452,15.9228,25.490263,34.402313,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909839317797464064'
"{'flux': array([ 1.1671257 ,  1.1670028 ,  1.1668802 , ..., -0.39293748,
       -0.39293748, -0.39293748], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.75458837, 0.75458837,
       0.75458837], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",185.31767,43.426025,0.38403565,4.3922508e-05,False,0.68846613,1.8684821,6.571336,10.118705,12.281806,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.5917463,1.8616824,6.490632,9.933237,12.704788,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909839867553277952'
"{'flux': array([1.503985 , 1.5038284, 1.5036718, ..., 1.6185535, 1.6185535,
       1.6185535], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7546507, 0.7546507,
       0.7546507], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",123.08453,18.769701,0.18082419,5.7785946e-05,False,1.1262457,3.9680824,13.102463,21.39892,29.478846,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.195453,3.9347813,13.067028,21.656593,29.738464,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909840142431184896'
"{'flux': array([3.5795767 , 3.5792296 , 3.5788834 , ..., 0.20284778, 0.20284778,
       0.20284778], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.75466436, 0.75466436,
       0.75466436], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",24.715216,45.63983,0.19646433,2.656413e-05,False,1.7096045,3.90267,9.670999,14.709235,17.945253,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.6617798,3.8890622,9.52011,14.664678,18.284046,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909840417309091840'
"{'flux': array([ 0.7015257 ,  0.70142704,  0.7013286 , ..., -0.2550367 ,
       -0.2550367 , -0.2550367 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.75465816, 0.75465816,
       0.75465816], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",135.93442,18.678669,0.22536054,7.608228e-05,False,0.7455566,2.7084296,9.503378,15.744062,20.134947,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.9257352,2.676116,9.498053,15.448795,20.184408,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909840692186998784'
"{'flux': array([ 3.953175  ,  3.9526873 ,  3.9522004 , ..., -0.39931542,
       -0.39931542, -0.39931542], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7547073, 0.7547073,
       0.7547073], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",80.92718,21.828896,0.19653639,3.1827556e-05,False,1.1372403,2.78563,8.008145,13.941722,17.76224,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.1089118,2.748068,7.941811,13.566993,18.685936,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909840967064905728'
"{'flux': array([0.74713904, 0.7470617 , 0.74698454, ..., 0.44800836, 0.44800836,
       0.44800836], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",269.13214,50.864185,0.38320675,2.4639123e-05,False,1.5224758,2.4418573,7.4438047,12.425693,17.829166,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.2108189,2.4506052,7.298098,12.50555,16.699915,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909841241942812672'
"{'flux': array([2.214305  , 2.2140267 , 2.2137492 , ..., 0.38994592, 0.38994592,
       0.38994592], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",142.97038,27.606731,0.21876565,8.707003e-05,False,0.8285721,2.962597,10.553397,17.320084,21.768394,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.0440563,2.927749,10.428756,17.158636,22.620934,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909841516820719616'
"{'flux': array([ 2.3198323 ,  2.319594  ,  2.3193562 , ..., -0.29321015,
       -0.29321015, -0.29321015], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",127.37301,36.427197,0.41359654,9.166602e-05,False,1.0196902,2.2140145,7.986052,12.145009,14.293038,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.97167456,2.221766,7.7846465,12.046862,15.230594,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909841791698626560'
"{'flux': array([ 1.648815  ,  1.6486288 ,  1.6484431 , ..., -0.04748024,
       -0.04748024, -0.04748024], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",116.95775,25.880617,0.25752285,5.309277e-05,False,0.59109473,1.9748795,7.165564,12.319947,15.926278,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.5223253,1.9252113,7.103606,12.013351,16.286892,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909842066576533504'
"{'flux': array([1.4558277 , 1.4556617 , 1.4554956 , ..., 0.19516966, 0.19516966,
       0.19516966], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,33.8667,0.16502014,3.5080717e-05,False,0.5427024,2.0717895,5.499207,8.323199,9.564484,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,0.5494198,2.0359125,5.4450927,8.267038,9.9159775,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909842341454440448'
"{'flux': array([-0.27863294, -0.27861166, -0.2785904 , ...,  2.6264527 ,
        2.6264527 ,  2.6264527 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7966450e+03,  3.7975193e+03,  3.7983938e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",168.6413,17.086666,0.19456641,5.1267732e-05,False,0.8865218,3.9472923,14.23091,22.721785,29.491913,2.8314571,7.1867127,3.9774723,1.9313284,0.81686,1.0674893,3.9598536,14.099111,22.629227,29.856537,6.1849537,7.2021613,4.825853,2.6769986,1.301346,b'    909842891210254336'
